GeoUID_csd,Type_csd,Region Name_csd,Area (sq km)_csd,Population_csd,Dwellings_csd,Households_csd,CD_UID_csd,PR_UID_csd,CMA_UID_csd,total_occupied_private_dwellings_csd,single_detached_houses_csd,apartment_in_building_plus_5_csd,semi_detached_house_csd,row_house_csd,apartment_in_duplex_csd,apartment_in_building_less_5_csd,households_more_than_30_csd,median_shelter_costs_owned_csd,median_shelter_costs_rented_csd,single_detached_houses_pct_csd,semi_detached_house_pct_csd,row_house_pct_csd,apartment_in_duplex_pct_csd,apartment_in_building_less_5_pct_csd,apartment_in_building_plus_5_pct_csd,pop_density_csd
3506008,CSD,Ottawa (CV),2788.1967,1017449,427113,407252,3506,35,505,407250,169760,76895,21675,87045,7595,43025,81575,1560,1380,0.41684468999386126,0.053222836095764274,0.21373848987108657,0.018649478207489256,0.1056476365868631,0.18881522406384285,364.91292023980947
3507004,CSD,Edwardsburgh/Cardinal (TP),309.914,7505,3285,3138,3507,35,,3135,2605,65,115,50,35,260,405,1120,1010,0.8309409888357256,0.03668261562998405,0.01594896331738437,0.011164274322169059,0.08293460925039872,0.02073365231259968,24.216395516175456
3507006,CSD,Augusta (TP),313.7729,7386,3046,2952,3507,35,,2950,2795,0,40,20,15,50,300,1030,1030,0.9474576271186441,0.013559322033898305,0.006779661016949152,0.005084745762711864,0.01694915254237288,0,23.53931776772309
3507008,CSD,Prescott (T),4.937,4078,1993,1889,3507,35,,1890,1090,5,225,70,115,345,415,950,950,0.5767195767195767,0.11904761904761904,0.037037037037037035,0.06084656084656084,0.18253968253968253,0.0026455026455026454,826.0076969819728
3507014,CSD,Elizabethtown-Kitley (TP),555.9599,9545,4029,3791,3507,35,35512,3790,3600,0,30,25,30,55,420,960,1050,0.9498680738786279,0.0079155672823219,0.006596306068601583,0.0079155672823219,0.014511873350923483,0,17.16850441911368
3507015,CSD,Brockville (CY),20.9072,22116,11088,10647,3507,35,35512,10650,5055,685,955,820,95,2950,2355,950,960,0.47464788732394364,0.08967136150234742,0.07699530516431925,0.00892018779342723,0.27699530516431925,0.06431924882629109,1057.81740261728
3507017,CSD,Front of Yonge (TP),125.2542,2595,1208,1073,3507,35,,1070,1030,0,5,0,0,35,155,980,890,0.9626168224299065,0.004672897196261682,0,0,0.03271028037383177,0,20.717868143343697
3507021,CSD,Leeds and the Thousand Islands (TP),608.0873,9804,5040,3994,3507,35,,3995,3755,0,35,5,25,55,510,1080,850,0.9399249061326659,0.008760951188986232,0.0012515644555694619,0.006257822277847309,0.01376720901126408,0,16.122685015786384
3507024,CSD,Gananoque (T),7.0051,5383,2767,2562,3507,35,,2560,1350,115,225,140,70,650,580,1100,1000,0.52734375,0.087890625,0.0546875,0.02734375,0.25390625,0.044921875,768.440136471999
3507033,CSD,Westport (VL),2.1936,634,359,334,3507,35,,335,215,0,15,20,10,60,85,940,900,0.6417910447761194,0.04477611940298507,0.05970149253731343,0.029850746268656716,0.1791044776119403,0,289.02261123267687
3507040,CSD,Rideau Lakes (TP),711.808,10883,6781,4696,3507,35,,4695,4315,0,50,35,15,95,580,870,870,0.919062832800852,0.010649627263045794,0.007454739084132056,0.003194888178913738,0.02023429179978701,0,15.289235299406581
3507042,CSD,Athens (TP),129.5379,3042,1325,1214,3507,35,,1215,1155,0,15,15,5,15,115,860,800,0.9506172839506173,0.012345679012345678,0.012345679012345678,0.00411522633744856,0.012345679012345678,0,23.483474720525805
3507052,CSD,Merrickville-Wolford (VL),214.3308,3135,1392,1290,3507,35,,1290,1160,0,20,5,20,75,210,1250,960,0.8992248062015504,0.015503875968992248,0.003875968992248062,0.015503875968992248,0.05813953488372093,0,14.626922495506944
3507065,CSD,North Grenville (MU),351.8995,17964,7244,7038,3507,35,505,7035,5790,0,315,375,85,425,945,1420,1350,0.8230277185501066,0.04477611940298507,0.053304904051172705,0.012082444918265814,0.06041222459132907,0,51.048665883299066
3509001,CSD,Montague (TP),278.4703,3914,1551,1503,3509,35,,1505,1450,0,35,10,0,5,175,1270,1320,0.9634551495016611,0.023255813953488372,0.006644518272425249,0,0.0033222591362126247,0,14.055358865918555
3509004,CSD,Smiths Falls (T),9.659,9254,4523,4311,3509,35,,4310,2285,45,590,150,115,1105,1105,1040,1000,0.5301624129930395,0.1368909512761021,0.03480278422273782,0.02668213457076566,0.25638051044083526,0.010440835266821345,958.0701936018221
3509010,CSD,Drummond/North Elmsley (TP),365.6714,8183,3708,3287,3509,35,,3285,3075,0,15,15,10,40,360,1070,1050,0.9360730593607306,0.0045662100456621,0.0045662100456621,0.0030441400304414,0.0121765601217656,0,22.378014796891417
3509015,CSD,Tay Valley (TP),528.6749,5925,3750,2419,3509,35,,2420,2350,0,15,0,0,30,305,830,1000,0.9710743801652892,0.006198347107438017,0,0,0.012396694214876033,0,11.207265561501028
3509021,CSD,Perth (T),12.2102,6469,3395,3271,3509,35,,3270,1655,75,295,160,20,1035,750,800,970,0.5061162079510704,0.09021406727828746,0.04892966360856269,0.0061162079510703364,0.3165137614678899,0.022935779816513763,529.802951630604
3509024,CSD,Beckwith (TP),239.3122,9021,3523,3371,3509,35,505,3370,3185,0,15,5,10,10,385,1660,900,0.9451038575667656,0.004451038575667656,0.001483679525222552,0.002967359050445104,0.002967359050445104,0,37.695529103823375
3509028,CSD,Carleton Place (T),9.9385,12517,5341,5210,3509,35,505,5210,2775,0,630,765,20,975,1130,1470,1410,0.5326295585412668,0.12092130518234165,0.14683301343570057,0.003838771593090211,0.1871401151631478,0,1259.4455903808423
3509030,CSD,Mississippi Mills (T),511.2485,14740,6241,6043,3509,35,505,6045,4660,140,275,490,75,395,830,1290,1100,0.770885028949545,0.045492142266335814,0.08105872622001654,0.01240694789081886,0.065343258891646,0.02315963606286187,28.831380434368025
3509039,CSD,Lanark Highlands (TP),1031.5228,5737,3409,2494,3509,35,,2495,2335,0,25,5,5,60,370,980,990,0.935871743486974,0.01002004008016032,0.002004008016032064,0.002004008016032064,0.02404809619238477,0,5.561680265331993
3510005,CSD,Frontenac Islands (TP),176.8162,1930,1212,903,3510,35,35521,905,885,0,0,0,5,5,105,920,1000,0.9779005524861878,0,0,0.0055248618784530384,0.0055248618784530384,0,10.91528943614895
3510010,CSD,Kingston (CY),451.5833,132485,63095,57836,3510,35,35521,57840,27790,9745,4255,4005,2330,9410,14380,1310,1250,0.480463347164592,0.07356500691562932,0.06924273858921162,0.040283540802213004,0.16269017980636238,0.16848201936376211,293.37887384232323
3510020,CSD,South Frontenac (TP),948.0507,20188,9503,7937,3510,35,35521,7940,7645,0,40,10,30,125,890,1220,960,0.9628463476070529,0.005037783375314861,0.0012594458438287153,0.003778337531486146,0.015743073047858942,0,21.294219813349645
3510035,CSD,Central Frontenac (TP),991.4067,4892,3618,2177,3510,35,,2175,2090,0,20,10,15,15,320,840,760,0.960919540229885,0.009195402298850575,0.004597701149425287,0.006896551724137931,0.006896551724137931,0,4.934402803612281
3510045,CSD,North Frontenac (TP),1157.9656,2285,2798,1131,3510,35,,1130,1105,0,5,0,0,0,130,604,800,0.9778761061946902,0.004424778761061947,0,0,0,0,1.9732883256635603
3511005,CSD,Loyalist (TP),342.7183,17943,7145,6830,3511,35,35521,6830,5350,135,280,590,35,385,1105,1390,1120,0.7833089311859444,0.040995607613469986,0.08638360175695461,0.005124450951683748,0.05636896046852123,0.019765739385065886,52.354951573931125
3511015,CSD,Greater Napanee (T),462.3029,16879,7461,6868,3511,35,,6870,5060,0,280,270,50,1175,1310,1090,1020,0.7365356622998545,0.040756914119359534,0.039301310043668124,0.00727802037845706,0.1710334788937409,0,36.5106946116929
