DA2021,total_occupied_private_dwellings_da,single_detached_houses_da,apartment_in_building_plus_5_da,semi_detached_house_da,row_house_da,apartment_in_duplex_da,apartment_in_building_less_5_da,households_more_than_30_da,median_shelter_costs_owned_da,median_shelter_costs_rented_da,single_detached_houses_pct_da,semi_detached_house_pct_da,row_house_pct_da,apartment_in_duplex_pct_da,apartment_in_building_less_5_pct_da,apartment_in_building_plus_5_pct_da,pop_density_da
35120271,735,705,0,5,20,5,5,45,1310,1640,0.9591836734693877,0.006802721088435374,0.027210884353741496,0.006802721088435374,0.006802721088435374,0,345.10330710676135
35120272,1065,815,0,15,190,20,5,115,1460,2100,0.7652582159624414,0.014084507042253521,0.1784037558685446,0.018779342723004695,0.004694835680751174,0,500.6050895703012
35120273,215,140,0,25,25,5,10,50,980,1220,0.6511627906976745,0.11627906976744186,0.11627906976744186,0.023255813953488372,0.046511627906976744,0,143.5647298418525
35120274,170,160,0,0,0,0,0,15,920,NA,0.9411764705882353,0,0,0,0,0,32.19995496509795
35120275,200,190,0,5,0,5,0,20,1130,NA,0.95,0.025,0,0.025,0,0,25.557352431558275
35120276,170,160,0,5,0,0,0,20,660,NA,0.9411764705882353,0.029411764705882353,0,0,0,0,37.72404401751868
35120277,210,205,0,5,0,0,0,20,1090,NA,0.9761904761904762,0.023809523809523808,0,0,0,0,45.21814281525379
35120278,290,280,0,5,5,0,0,20,770,NA,0.9655172413793104,0.017241379310344827,0.017241379310344827,0,0,0,30.35023020363287
35120279,325,310,0,10,0,0,0,30,1430,NA,0.9538461538461539,0.03076923076923077,0,0,0,0,36.40631915180204
35120280,210,205,0,0,0,0,0,25,1140,NA,0.9761904761904762,0,0,0,0,0,54.99796487675095
35120281,220,210,0,5,0,0,5,15,1030,NA,0.9545454545454546,0.022727272727272728,0,0,0.022727272727272728,0,16.21225584186815
35120282,200,140,0,5,5,5,45,60,1380,1000,0.7,0.025,0.025,0.025,0.225,0,2040.2525651144435
35120283,200,160,0,5,0,5,30,15,1310,NA,0.8,0.025,0,0.025,0.15,0,203.79589296826384
35120284,255,180,0,0,10,10,50,30,980,930,0.7058823529411765,0,0.0392156862745098,0.0392156862745098,0.19607843137254902,0,931.4044213263979
35120285,220,175,0,5,0,5,35,50,1300,1320,0.7954545454545454,0.022727272727272728,0,0.022727272727272728,0.1590909090909091,0,419.2011725906925
35120286,290,290,0,0,0,0,0,15,900,NA,1,0,0,0,0,0,23.8481254498853
35120287,200,185,0,5,0,5,0,20,1250,NA,0.925,0.025,0,0.025,0,0,11.283332682622106
35120288,195,185,0,5,0,0,0,25,1160,NA,0.9487179487179487,0.02564102564102564,0,0,0,0,9.526816326304537
35120289,210,205,0,0,0,0,0,45,820,NA,0.9761904761904762,0,0,0,0,0,9.47928214520975
35120290,265,260,0,0,0,5,5,35,715,604,0.9811320754716981,0,0,0.018867924528301886,0.018867924528301886,0,7.45690104049483
35120291,260,250,0,5,0,0,0,50,960,NA,0.9615384615384616,0.019230769230769232,0,0,0,0,14.64157216034244
35120292,330,200,0,30,10,0,75,120,920,970,0.6060606060606061,0.09090909090909091,0.030303030303030304,0,0.22727272727272727,0,880.4635344501826
35120293,305,250,0,10,0,0,40,45,695,655,0.819672131147541,0.03278688524590164,0,0,0.13114754098360656,0,209.93023183055408
35120294,230,195,0,20,0,0,10,20,1030,NA,0.8478260869565217,0.08695652173913043,0,0,0.043478260869565216,0,9.100724469858335
35120295,390,380,0,0,0,5,5,70,820,NA,0.9743589743589743,0,0,0.01282051282051282,0.01282051282051282,0,35.464420026472254
35120296,220,210,0,0,0,0,0,30,1040,NA,0.9545454545454546,0,0,0,0,0,38.40966398874098
35120297,230,220,0,5,0,0,0,0,1430,NA,0.9565217391304348,0.021739130434782608,0,0,0,0,46.287068411844174
35120298,370,335,0,5,15,15,0,40,1520,NA,0.9054054054054054,0.013513513513513514,0.04054054054054054,0.04054054054054054,0,0,1267.9017211930102
35120299,220,160,0,25,10,20,5,50,1210,1030,0.7272727272727273,0.11363636363636363,0.045454545454545456,0.09090909090909091,0.022727272727272728,0,1914.8936170212767
35120300,225,175,0,5,0,0,35,30,840,930,0.7777777777777778,0.022222222222222223,0,0,0.15555555555555556,0,212.1956667411213
35120301,225,140,0,20,0,0,60,60,1290,890,0.6222222222222222,0.08888888888888889,0,0,0.26666666666666666,0,900.0184808722971
35120302,310,275,0,5,0,0,25,45,1310,NA,0.8870967741935484,0.016129032258064516,0,0,0.08064516129032258,0,68.24527885957822
35120303,350,310,0,10,0,10,10,75,1000,1110,0.8857142857142857,0.02857142857142857,0,0.02857142857142857,0.02857142857142857,0,54.958997782942006
35120304,160,150,0,5,0,0,0,0,980,NA,0.9375,0.03125,0,0,0,0,26.306414928890472
35120305,225,170,0,5,15,0,40,50,1050,1800,0.7555555555555555,0.022222222222222223,0.06666666666666667,0,0.17777777777777778,0,103.75554380111487
35120306,400,365,0,15,5,5,10,45,1290,1260,0.9125,0.0375,0.0125,0.0125,0.025,0,87.70631945814428
35120307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
35120308,175,175,0,5,0,0,0,25,1220,NA,1,0.02857142857142857,0,0,0,0,1237.721021611002
35120309,140,140,0,0,0,0,0,0,1220,NA,1,0,0,0,0,0,2872.968980797637
35120310,155,120,0,0,0,0,35,20,1290,960,0.7741935483870968,0,0,0,0.22580645161290322,0,2966.1627069834412
35120311,370,70,0,0,0,0,300,85,1430,980,0.1891891891891892,0,0,0,0.8108108108108109,0,5183.175033921302
35120312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
35120313,200,130,0,5,0,10,50,50,1060,900,0.65,0.025,0,0.05,0.25,0,2842.035690680767
35120314,175,70,0,20,25,0,55,45,680,860,0.4,0.11428571428571428,0.14285714285714285,0,0.3142857142857143,0,3292.3832923832924
35120315,180,140,0,10,0,5,25,20,1070,990,0.7777777777777778,0.05555555555555555,0,0.027777777777777776,0.1388888888888889,0,3471.8100890207716
35120316,240,140,0,55,0,15,25,45,1090,1000,0.5833333333333334,0.22916666666666666,0,0.0625,0.10416666666666667,0,2959.830866807611
35120317,205,95,0,0,60,10,45,20,800,810,0.4634146341463415,0,0.2926829268292683,0.04878048780487805,0.21951219512195122,0,2815.1027207107163
35120318,215,200,0,15,0,0,0,25,1260,NA,0.9302325581395349,0.06976744186046512,0,0,0,0,2939.9141630901286
35120319,210,125,0,15,5,10,55,35,1220,940,0.5952380952380952,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.2619047619047619,0,3571.972581873572
35120320,245,120,0,10,0,20,95,35,860,970,0.4897959183673469,0.04081632653061224,0,0.08163265306122448,0.3877551020408163,0,2565.695174390826
35120321,250,145,0,30,5,10,60,30,910,1000,0.58,0.12,0.02,0.04,0.24,0,2825.2980819077243
35120322,315,90,100,5,0,5,110,80,1480,785,0.2857142857142857,0.015873015873015872,0,0.015873015873015872,0.3492063492063492,0.31746031746031744,1215.518775582844
35120323,450,95,65,40,35,5,210,160,650,1000,0.2111111111111111,0.08888888888888889,0.07777777777777778,0.011111111111111112,0.4666666666666667,0.14444444444444443,1023.1984758489298
35120324,165,10,50,0,0,30,60,75,NA,1100,0.06060606060606061,0,0,0.18181818181818182,0.36363636363636365,0.30303030303030304,763.4953772740829
35120325,225,85,0,35,0,10,95,75,1320,990,0.37777777777777777,0.15555555555555556,0,0.044444444444444446,0.4222222222222222,0,3107.274969173859
35120326,230,80,0,25,10,10,105,100,1320,1040,0.34782608695652173,0.10869565217391304,0.043478260869565216,0.043478260869565216,0.45652173913043476,0,3360.116873630387
35120327,185,160,0,5,0,5,15,35,645,1060,0.8648648648648649,0.02702702702702703,0,0.02702702702702703,0.08108108108108109,0,330.27789902517094
35120328,220,155,0,5,0,5,60,30,1210,890,0.7045454545454546,0.022727272727272728,0,0.022727272727272728,0.2727272727272727,0,1762.1464829586657
35120329,235,225,0,0,0,5,0,0,960,NA,0.9574468085106383,0,0,0.02127659574468085,0,0,3021.8068535825546
35120330,285,90,115,0,0,0,75,90,1130,1550,0.3157894736842105,0,0,0,0.2631578947368421,0.40350877192982454,4134.542705971277
35120331,355,320,5,0,35,0,0,35,1500,NA,0.9014084507042254,0,0.09859154929577464,0,0,0.014084507042253521,1195.158850226929
35120332,325,290,0,0,0,0,30,25,900,NA,0.8923076923076924,0,0,0,0.09230769230769231,0,1703.2739328636553
35120333,305,230,80,0,0,0,0,55,890,800,0.7540983606557377,0,0,0,0,0.26229508196721313,936.4400530895148
35120334,225,105,0,0,0,30,85,85,1040,950,0.4666666666666667,0,0,0.13333333333333333,0.37777777777777777,0,3060.9960828203693
35120335,180,105,0,35,0,5,35,70,1070,1060,0.5833333333333334,0.19444444444444445,0,0.027777777777777776,0.19444444444444445,0,1790.9300538047657
35120336,425,325,0,10,25,5,50,55,1360,750,0.7647058823529411,0.023529411764705882,0.058823529411764705,0.011764705882352941,0.11764705882352941,0,1019.6582766856512
35120337,210,140,0,35,0,15,15,55,1060,1250,0.6666666666666666,0.16666666666666666,0,0.07142857142857142,0.07142857142857142,0,751.2706480304955
35120340,285,285,0,0,0,0,0,35,1150,NA,1,0,0,0,0,0,38.65306614192201
35120341,195,190,0,5,0,0,0,15,1150,NA,0.9743589743589743,0.02564102564102564,0,0,0,0,35.25835866261398
35120342,260,255,0,0,0,0,5,20,1000,NA,0.9807692307692307,0,0,0,0.019230769230769232,0,87.89360119954652
35120343,260,260,0,0,0,0,0,30,1220,NA,1,0,0,0,0,0,30.412913791086677
35120344,210,205,0,0,0,0,0,0,920,NA,0.9761904761904762,0,0,0,0,0,11.528993861589756
35120345,215,210,0,5,0,5,0,20,665,NA,0.9767441860465116,0.023255813953488372,0,0.023255813953488372,0,0,30.98257438034851
35120346,260,95,85,0,70,0,0,35,1050,516,0.36538461538461536,0,0.2692307692307692,0,0,0.3269230769230769,586.8570791029789
35120347,195,120,0,70,0,0,0,0,NA,1120,0.6153846153846154,0.358974358974359,0,0,0,0,475.06561679790025
35120348,180,65,0,110,0,0,0,0,NA,980,0.3611111111111111,0.6111111111111112,0,0,0,0,1061.5863886891925
35120349,200,190,0,5,0,0,5,30,1130,NA,0.95,0.025,0,0,0.025,0,1052.8992878942015
35120350,195,185,0,0,0,10,0,30,1260,NA,0.9487179487179487,0,0,0.05128205128205128,0,0,3224.115334207077
35120351,180,100,0,0,0,0,75,55,592,1580,0.5555555555555556,0,0,0,0.4166666666666667,0,1888.8342351205115
35120352,165,110,0,55,0,0,0,0,NA,1010,0.6666666666666666,0.3333333333333333,0,0,0,0,81.45930515908933
35120353,170,160,0,0,5,0,0,25,1060,NA,0.9411764705882353,0,0.029411764705882353,0,0,0,44.84587512471774
35120354,195,120,0,10,5,0,15,30,432,970,0.6153846153846154,0.05128205128205128,0.02564102564102564,0,0.07692307692307693,0,444.87636324371016
35120355,275,275,0,0,0,0,0,15,308,NA,1,0,0,0,0,0,2105.263157894737
35120356,375,370,0,5,0,0,0,65,705,1980,0.9866666666666667,0.013333333333333334,0,0,0,0,228.3857947973322
35120357,275,235,0,15,5,5,15,35,950,1260,0.8545454545454545,0.05454545454545454,0.01818181818181818,0.01818181818181818,0.05454545454545454,0,295.54655870445345
35120358,350,30,0,15,0,0,5,20,384,NA,0.08571428571428572,0.04285714285714286,0,0,0.014285714285714285,0,730.5213162953748
35120359,205,185,0,0,15,0,0,25,1250,NA,0.9024390243902439,0,0.07317073170731707,0,0,0,96.98925149176856
35120360,245,240,0,5,0,0,0,35,1220,NA,0.9795918367346939,0.02040816326530612,0,0,0,0,451.37435468117764
35120361,225,215,0,0,0,5,0,0,1300,NA,0.9555555555555556,0,0,0.022222222222222223,0,0,28.52017766979234
35120362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
35120363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.489406307150187
35120365,505,50,275,0,25,0,145,170,1000,970,0.09900990099009901,0,0.04950495049504951,0,0.2871287128712871,0.5445544554455446,6971.894832275612
35120366,295,35,225,0,35,0,0,110,1340,1070,0.11864406779661017,0,0.11864406779661017,0,0,0.7627118644067796,8601.583113456463
35120367,405,195,130,0,15,0,60,115,1230,1170,0.48148148148148145,0,0.037037037037037035,0,0.14814814814814814,0.32098765432098764,2471.6675661090126
35120368,260,160,0,10,0,0,85,55,1500,1240,0.6153846153846154,0.038461538461538464,0,0,0.3269230769230769,0,1046.7355154909853
35120369,200,130,0,0,45,5,10,40,1050,NA,0.65,0,0.225,0.025,0.05,0,553.8582832364245
35120371,245,235,0,5,0,0,0,25,1090,NA,0.9591836734693877,0.02040816326530612,0,0,0,0,416.49708316374983
35120372,285,275,5,10,0,0,0,0,1030,NA,0.9649122807017544,0.03508771929824561,0,0,0,0.017543859649122806,57.73132672573606
35120373,220,215,0,0,0,0,5,25,1270,1280,0.9772727272727273,0,0,0,0.022727272727272728,0,61.31949713910707
35120374,310,305,0,0,0,0,0,50,1440,2280,0.9838709677419355,0,0,0,0,0,64.5918497700562
35120375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7834425196475916
35120376,575,450,0,5,20,0,100,85,1270,1170,0.782608695652174,0.008695652173913044,0.034782608695652174,0,0.17391304347826086,0,330.2046543132227
35120377,260,210,0,15,5,0,25,35,1120,950,0.8076923076923077,0.057692307692307696,0.019230769230769232,0,0.09615384615384616,0,28.26015543085487
35120378,240,225,0,5,0,0,0,30,1380,NA,0.9375,0.020833333333333332,0,0,0,0,23.886432873611373
35120379,210,200,0,5,5,0,0,25,1080,NA,0.9523809523809523,0.023809523809523808,0.023809523809523808,0,0,0,26.463594052168443
35120380,185,185,0,0,0,0,0,0,970,NA,1,0,0,0,0,0,30.385051951453764
35120381,235,225,0,0,0,0,5,0,1250,NA,0.9574468085106383,0,0,0,0.02127659574468085,0,19.585297499492725
35120382,185,185,0,0,0,0,0,15,900,NA,1,0,0,0,0,0,39.64654971366381
35120383,205,205,0,0,0,0,0,0,960,NA,1,0,0,0,0,0,6.699994846157811
35120384,235,235,0,0,0,0,0,25,1380,NA,1,0,0,0,0,0,15.791762700275134
35120385,280,260,0,0,0,0,15,40,1480,730,0.9285714285714286,0,0,0,0.05357142857142857,0,12.898778710872852
35120386,200,195,0,5,0,0,0,20,1150,NA,0.975,0.025,0,0,0,0,19.016498821512748
35120389,205,190,0,0,0,0,15,25,830,NA,0.926829268292683,0,0,0,0.07317073170731707,0,12.84196499865223
35120390,175,145,0,0,10,10,10,45,1270,1020,0.8285714285714286,0,0.05714285714285714,0.05714285714285714,0.05714285714285714,0,341.45941065419026
35120391,250,185,0,25,25,10,10,35,1040,710,0.74,0.1,0.1,0.04,0.04,0,960.1501588218308
35120392,300,200,0,15,0,10,70,65,1280,900,0.6666666666666666,0.05,0,0.03333333333333333,0.23333333333333334,0,1094.8545125760315
35120393,230,210,0,10,0,0,5,50,576,1080,0.9130434782608695,0.043478260869565216,0,0,0.021739130434782608,0,7.485398683007735
35120394,260,250,0,0,0,5,0,45,1160,NA,0.9615384615384616,0,0,0.019230769230769232,0,0,8.008160213888836
35120395,210,200,0,5,0,10,0,15,795,NA,0.9523809523809523,0.023809523809523808,0,0.047619047619047616,0,0,6.557709701327256
35120396,395,345,0,15,5,0,20,55,830,1000,0.8734177215189873,0.0379746835443038,0.012658227848101266,0,0.05063291139240506,0,158.43670850973362
35120397,195,190,0,0,0,5,0,25,675,NA,0.9743589743589743,0,0,0.02564102564102564,0,0,6.307827378942393
35120398,235,230,0,5,0,0,0,30,785,NA,0.9787234042553191,0.02127659574468085,0,0,0,0,16.024950940889152
35120399,255,240,0,0,10,0,5,25,665,NA,0.9411764705882353,0,0.0392156862745098,0,0.0196078431372549,0,1.140945149552032
35120400,250,155,0,25,15,0,50,60,900,870,0.62,0.1,0.06,0,0.2,0,63.058456893823184
35120401,300,225,0,5,0,0,70,60,980,700,0.75,0.016666666666666666,0,0,0.23333333333333334,0,43.81260463664482
35120402,265,240,0,0,0,0,20,45,710,NA,0.9056603773584906,0,0,0,0.07547169811320754,0,16.914803223576225
35120404,525,315,0,15,100,5,95,150,1480,1780,0.6,0.02857142857142857,0.19047619047619047,0.009523809523809525,0.18095238095238095,0,427.8646877924856
35120405,630,460,85,0,75,5,10,95,1340,795,0.7301587301587301,0,0.11904761904761904,0.007936507936507936,0.015873015873015872,0.1349206349206349,992.7480496648719
35120406,325,135,0,25,55,10,100,50,850,960,0.4153846153846154,0.07692307692307693,0.16923076923076924,0.03076923076923077,0.3076923076923077,0,1383.3086153431307
35120408,390,320,0,0,25,5,35,0,NA,NA,0.8205128205128205,0,0.0641025641025641,0.01282051282051282,0.08974358974358974,0,75.2354963538535
35120410,830,700,0,45,75,0,10,75,1410,820,0.8433734939759037,0.05421686746987952,0.09036144578313253,0,0.012048192771084338,0,94.55473599193229
35120412,385,385,0,5,0,0,0,35,890,NA,1,0.012987012987012988,0,0,0,0,326.43418075336086
35120413,245,240,0,0,0,0,0,45,765,1390,0.9795918367346939,0,0,0,0,0,15.454218628169633
35120416,340,175,0,15,20,5,125,100,910,850,0.5147058823529411,0.04411764705882353,0.058823529411764705,0.014705882352941176,0.36764705882352944,0,806.0392061366126
35120418,295,290,0,0,0,0,0,45,1130,NA,0.9830508474576272,0,0,0,0,0,35.620319773325235
35120419,275,265,0,0,0,0,5,0,NA,NA,0.9636363636363636,0,0,0,0.01818181818181818,0,26.532115863804563
35120420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
35120421,365,335,0,0,10,10,10,0,NA,NA,0.9178082191780822,0,0.0273972602739726,0.0273972602739726,0.0273972602739726,0,26.314205371193687
35130042,300,305,0,0,0,0,0,15,830,NA,1.0166666666666666,0,0,0,0,0,29.579210520787377
35130043,305,300,0,5,0,5,0,35,960,1240,0.9836065573770492,0.01639344262295082,0,0.01639344262295082,0,0,63.14398101699234
35130044,300,300,0,5,0,0,0,50,1180,1320,1,0.016666666666666666,0,0,0,0,41.93392090812607
35130045,275,270,0,0,0,0,0,30,1180,NA,0.9818181818181818,0,0,0,0,0,44.16094210009813
35130046,200,185,0,5,0,10,0,20,785,NA,0.925,0.025,0,0.05,0,0,13.002109398095028
35130047,200,195,0,0,0,0,0,25,940,NA,0.975,0,0,0,0,0,18.862427538397178
35130048,230,225,0,0,0,0,0,20,920,NA,0.9782608695652174,0,0,0,0,0,17.617789205532937
35130049,195,190,0,5,0,0,0,50,1170,NA,0.9743589743589743,0.02564102564102564,0,0,0,0,13.056661595070839
35130050,220,215,0,0,0,0,0,25,1200,NA,0.9772727272727273,0,0,0,0,0,26.375263876816092
35130051,235,225,0,5,0,0,0,15,1220,NA,0.9574468085106383,0.02127659574468085,0,0,0,0,31.33916707693448
35130052,225,215,0,0,0,0,10,15,1170,NA,0.9555555555555556,0,0,0,0.044444444444444446,0,290.5637048277412
35130053,410,330,0,5,0,0,0,95,860,NA,0.8048780487804879,0.012195121951219513,0,0,0,0,38.59480830348698
35130054,230,215,0,5,0,0,0,55,950,NA,0.9347826086956522,0.021739130434782608,0,0,0,0,11.7275962471692
35130055,655,615,0,10,20,0,10,45,632,830,0.9389312977099237,0.015267175572519083,0.030534351145038167,0,0.015267175572519083,0,407.10279087373965
35130056,260,175,0,5,0,0,80,50,795,880,0.6730769230769231,0.019230769230769232,0,0,0.3076923076923077,0,140.2009092641494
35130057,230,210,0,5,15,0,5,30,1230,940,0.9130434782608695,0.021739130434782608,0.06521739130434782,0,0.021739130434782608,0,23.399384761203567
35130058,215,210,0,0,0,0,0,20,830,NA,0.9767441860465116,0,0,0,0,0,23.605150214592275
35130059,165,160,0,0,0,0,0,20,1020,NA,0.9696969696969697,0,0,0,0,0,99.89525050458599
35130060,345,330,0,5,5,0,0,35,695,1320,0.9565217391304348,0.014492753623188406,0.014492753623188406,0,0,0,25.04602351094465
35130061,585,285,0,30,125,0,125,175,880,1080,0.48717948717948717,0.05128205128205128,0.21367521367521367,0,0.21367521367521367,0,648.6163214266297
35130062,260,140,0,40,80,0,0,75,970,1300,0.5384615384615384,0.15384615384615385,0.3076923076923077,0,0,0,194.5013531628601
35130063,285,160,0,20,50,10,40,75,880,1000,0.5614035087719298,0.07017543859649122,0.17543859649122806,0.03508771929824561,0.14035087719298245,0,1091.1895122421438
35130064,310,140,10,15,20,10,95,120,1390,1090,0.45161290322580644,0.04838709677419355,0.06451612903225806,0.03225806451612903,0.3064516129032258,0.03225806451612903,1811.2329677633766
35130065,165,135,0,5,5,5,15,20,900,NA,0.8181818181818182,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.09090909090909091,0,1608.554160855416
35130066,720,385,0,45,0,0,290,200,820,1010,0.5347222222222222,0.0625,0,0,0.4027777777777778,0,858.7051074934759
35130067,275,200,0,0,0,0,70,85,1180,3200,0.7272727272727273,0,0,0,0.2545454545454545,0,55.120778136802
35130068,185,185,0,0,0,0,0,0,1080,NA,1,0,0,0,0,0,9.565949720617997
35130069,200,200,0,0,0,0,0,40,795,NA,1,0,0,0,0,0,9.366882992498832
35130070,280,280,0,0,0,0,0,35,1060,NA,1,0,0,0,0,0,17.79811848461734
35130071,390,380,0,0,0,5,0,50,840,1100,0.9743589743589743,0,0,0.01282051282051282,0,0,16.77537807411702
35130072,360,315,0,5,10,0,20,45,830,850,0.875,0.013888888888888888,0.027777777777777776,0,0.05555555555555555,0,23.6841339579272
35130073,235,230,0,0,0,0,0,25,760,NA,0.9787234042553191,0,0,0,0,0,15.947515425514208
35130074,195,195,0,5,0,0,0,30,860,NA,1,0.02564102564102564,0,0,0,0,12.483776303238486
35130075,175,165,0,0,0,0,0,35,680,NA,0.9428571428571428,0,0,0,0,0,10.670908682216881
35130077,270,270,0,0,0,0,0,40,775,NA,1,0,0,0,0,0,8.111535567065344
35130078,370,370,0,0,0,0,0,40,710,NA,1,0,0,0,0,0,12.602425677896534
35130079,205,205,0,0,0,0,0,30,1070,NA,1,0,0,0,0,0,11.275872721655855
35130080,200,200,0,0,0,0,0,15,1330,NA,1,0,0,0,0,0,11.228954115938391
35130081,240,245,0,0,0,0,0,35,980,NA,1.0208333333333333,0,0,0,0,0,20.26577952429896
35130082,210,205,0,0,0,0,0,45,1120,NA,0.9761904761904762,0,0,0,0,0,14.260628667408328
35140110,265,245,0,0,0,0,0,45,580,NA,0.9245283018867925,0,0,0,0,0,13.175111468674647
35140111,290,280,0,0,5,5,0,65,880,NA,0.9655172413793104,0,0.017241379310344827,0.017241379310344827,0,0,17.916846634992243
35140112,225,200,0,0,20,0,0,40,600,1420,0.8888888888888888,0,0.08888888888888889,0,0,0,30.232332624109432
35140113,185,155,0,5,0,0,30,40,850,1030,0.8378378378378378,0.02702702702702703,0,0,0.16216216216216217,0,22.428708747196413
35140114,235,160,0,0,40,10,15,60,820,940,0.6808510638297872,0,0.1702127659574468,0.0425531914893617,0.06382978723404255,0,1725.2124645892352
35140115,280,130,5,10,5,15,105,110,890,1200,0.4642857142857143,0.03571428571428571,0.017857142857142856,0.05357142857142857,0.375,0.017857142857142856,1761.8384401114206
35140116,240,210,0,10,5,5,5,50,750,1320,0.875,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.020833333333333332,0,390.175344666042
35140117,175,175,0,0,0,5,0,35,1330,NA,1,0,0,0.02857142857142857,0,0,29.354207436399218
35140118,215,205,0,5,0,5,0,40,1030,NA,0.9534883720930233,0.023255813953488372,0,0.023255813953488372,0,0,21.651226974176847
35140119,215,200,0,0,0,10,0,35,720,920,0.9302325581395349,0,0,0.046511627906976744,0,0,87.91572113433823
35140120,250,140,0,10,20,5,80,55,616,624,0.56,0.04,0.08,0.02,0.32,0,307.4346952444742
35140121,275,265,0,5,0,0,5,45,800,NA,0.9636363636363636,0.01818181818181818,0,0,0.01818181818181818,0,25.24675562054469
35140122,230,225,0,0,0,5,0,25,790,NA,0.9782608695652174,0,0,0.021739130434782608,0,0,14.678800424771147
35140123,225,225,0,0,0,0,0,0,940,NA,1,0,0,0,0,0,11.499472940823544
35140124,185,135,0,0,0,5,45,30,960,840,0.7297297297297297,0,0,0.02702702702702703,0.24324324324324326,0,59.47587765769584
35140125,190,180,0,0,5,0,0,0,1110,NA,0.9473684210526315,0,0.02631578947368421,0,0,0,61.25369461422209
35140126,155,155,0,0,0,0,0,15,1280,NA,1,0,0,0,0,0,14.375696826950309
35140127,175,170,0,0,0,0,0,25,1170,NA,0.9714285714285714,0,0,0,0,0,14.06299394050408
35140128,230,230,0,0,0,0,0,25,1210,NA,1,0,0,0,0,0,12.068458924842291
35140129,195,195,0,0,0,0,0,30,1430,NA,1,0,0,0,0,0,8.488964346349746
35140130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.353315168029065
35140131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.905304873809358
35140132,45,35,0,0,0,0,5,NA,NA,NA,0.7777777777777778,0,0,0,0.1111111111111111,0,51.407874751723334
35140133,300,265,0,0,5,0,30,55,1140,NA,0.8833333333333333,0,0.016666666666666666,0,0.1,0,20.26987573926656
35140134,150,135,0,5,5,0,10,0,NA,NA,0.9,0.03333333333333333,0.03333333333333333,0,0.06666666666666667,0,52.47785338297599
35140135,220,210,0,0,0,5,5,35,1660,NA,0.9545454545454546,0,0,0.022727272727272728,0.022727272727272728,0,14.600817236635523
35140136,30,30,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,25.93835825450107
35140137,305,305,0,5,0,0,0,55,1120,NA,1,0.01639344262295082,0,0,0,0,17.174999254756372
35140138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.66666666666669
35140139,225,220,0,0,0,0,0,30,890,NA,0.9777777777777777,0,0,0,0,0,114.54618454925486
35140140,180,175,0,0,0,5,0,20,1360,NA,0.9722222222222222,0,0,0.027777777777777776,0,0,38.09941591726984
35140141,170,170,0,0,0,0,0,40,1640,NA,1,0,0,0,0,0,28.357003472406454
35140142,220,220,0,0,0,0,0,40,1370,NA,1,0,0,0,0,0,24.19886193471099
35140143,185,180,0,5,0,0,5,15,1270,NA,0.972972972972973,0.02702702702702703,0,0,0.02702702702702703,0,30.21743010296082
35140144,185,175,0,0,0,0,5,20,1430,NA,0.9459459459459459,0,0,0,0.02702702702702703,0,76.60974463418455
35140145,255,245,0,0,0,0,10,30,1180,NA,0.9607843137254902,0,0,0,0.0392156862745098,0,74.66135376336356
35140146,215,210,0,5,0,0,0,20,1000,NA,0.9767441860465116,0.023255813953488372,0,0,0,0,116.1753375775516
35140147,210,205,0,0,0,0,0,0,1400,NA,0.9761904761904762,0,0,0,0,0,149.31097778143064
35140148,615,440,0,5,130,10,20,100,810,1550,0.7154471544715447,0.008130081300813009,0.21138211382113822,0.016260162601626018,0.032520325203252036,0,584.7723704866562
35140149,240,0,0,15,230,0,0,50,NA,900,0,0.0625,0.9583333333333334,0,0,0,2714.1645462256147
35140150,110,105,0,0,0,0,10,0,1720,NA,0.9545454545454546,0,0,0,0.09090909090909091,0,212.43407858575353
35140151,120,120,0,0,0,0,0,0,1360,NA,1,0,0,0,0,0,2176.3602251407133
35140152,135,100,0,0,5,0,30,35,1310,NA,0.7407407407407407,0,0.037037037037037035,0,0.2222222222222222,0,2722.0394736842104
35140153,390,140,0,20,105,0,120,95,1050,1050,0.358974358974359,0.05128205128205128,0.2692307692307692,0,0.3076923076923077,0,1160.8079748163693
35140154,220,85,65,5,0,10,55,85,920,1580,0.38636363636363635,0.022727272727272728,0,0.045454545454545456,0.25,0.29545454545454547,465.1902087527816
