DA2021,total_occupied_private_dwellings_da,single_detached_houses_da,apartment_in_building_plus_5_da,semi_detached_house_da,row_house_da,apartment_in_duplex_da,apartment_in_building_less_5_da,households_more_than_30_da,median_shelter_costs_owned_da,median_shelter_costs_rented_da,single_detached_houses_pct_da,semi_detached_house_pct_da,row_house_pct_da,apartment_in_duplex_pct_da,apartment_in_building_less_5_pct_da,apartment_in_building_plus_5_pct_da,pop_density_da
35211525,135,125,0,0,0,5,0,20,2340,NA,0.9259259259259259,0,0,0.037037037037037035,0,0,5903.465346534654
35211526,260,250,0,0,0,15,0,40,890,NA,0.9615384615384616,0,0,0.057692307692307696,0,0,3236.1516034985425
35211527,260,30,0,5,230,0,0,55,1700,1570,0.11538461538461539,0.019230769230769232,0.8846153846153846,0,0,0,10397.111913357401
35211528,405,295,0,0,0,55,45,85,2060,1400,0.7283950617283951,0,0,0.13580246913580246,0.1111111111111111,0,5319.643549012011
35211529,90,0,0,0,0,0,90,NA,NA,1230,0,0,0,0,1,0,13793.103448275862
35211530,120,105,0,0,0,15,0,35,2340,NA,0.875,0,0,0.125,0,0,8581.436077057793
35211531,160,130,0,0,0,30,0,40,2280,NA,0.8125,0,0,0.1875,0,0,7303.493449781659
35211532,160,145,0,0,0,20,0,40,2380,NA,0.90625,0,0,0.125,0,0,5741.301059001512
35211533,130,115,0,0,0,15,0,45,2500,NA,0.8846153846153846,0,0,0.11538461538461539,0,0,6803.995006242197
35211534,175,100,0,40,0,35,5,50,2240,1380,0.5714285714285714,0.22857142857142856,0,0.2,0.02857142857142857,0,5663.643858202803
35211535,185,115,0,30,0,40,0,55,2280,1450,0.6216216216216216,0.16216216216216217,0,0.21621621621621623,0,0,8419.936373276776
35211536,95,70,0,0,0,25,0,30,2800,NA,0.7368421052631579,0,0,0.2631578947368421,0,0,8420.038535645472
35211537,340,205,0,0,100,35,0,80,1470,2080,0.6029411764705882,0,0.29411764705882354,0.10294117647058823,0,0,3295.8199356913183
35211538,55,0,0,0,50,0,0,NA,2260,NA,0,0,0.9090909090909091,0,0,0,12151.898734177214
35211539,185,180,0,0,0,10,0,20,2500,NA,0.972972972972973,0,0,0.05405405405405406,0,0,1236.2483684504941
35211540,260,195,0,45,15,0,0,35,2160,NA,0.75,0.17307692307692307,0.057692307692307696,0,0,0,3323.397913561848
35211542,135,125,0,0,0,0,0,25,1720,NA,0.9259259259259259,0,0,0,0,0,3512.841756420878
35211543,180,140,0,0,30,10,0,20,1780,NA,0.7777777777777778,0,0.16666666666666666,0.05555555555555555,0,0,3079.112122936824
35211544,100,95,0,0,0,0,0,0,1620,NA,0.95,0,0,0,0,0,4728.6821705426355
35211545,110,50,0,0,60,5,0,20,2080,NA,0.45454545454545453,0,0.5454545454545454,0.045454545454545456,0,0,1364.3926788685524
35211546,195,0,0,0,195,0,0,75,2080,NA,0,0,1,0,0,0,12611.336032388665
35211547,95,55,0,0,35,0,0,25,2340,NA,0.5789473684210527,0,0.3684210526315789,0,0,0,9230.76923076923
35211548,255,115,0,105,25,5,0,65,1880,NA,0.45098039215686275,0.4117647058823529,0.09803921568627451,0.0196078431372549,0,0,2916.3688348820588
35211549,130,0,0,50,75,0,0,25,2120,NA,0,0.38461538461538464,0.5769230769230769,0,0,0,11358.97435897436
35211550,95,0,0,95,0,0,0,40,2240,NA,0,1,0,0,0,0,11609.589041095891
35211551,235,0,0,0,235,0,0,75,1820,NA,0,0,1,0,0,0,3610.5947955390334
35211552,185,130,0,0,0,55,0,40,1900,NA,0.7027027027027027,0,0,0.2972972972972973,0,0,3449.9396863691195
35211553,235,0,0,0,235,0,0,65,2060,NA,0,0,1,0,0,0,3003.5971223021584
35211554,570,0,475,5,95,0,0,260,1720,1180,0,0.008771929824561403,0.16666666666666666,0,0,0.8333333333333334,10804.710500490677
35211555,175,110,0,0,10,40,15,55,1530,1300,0.6285714285714286,0,0.05714285714285714,0.22857142857142856,0.08571428571428572,0,2150.58611361587
35211556,100,15,0,0,70,5,10,0,NA,1180,0.15,0,0.7,0.05,0.1,0,7384.259259259259
35211557,100,0,0,0,105,0,0,20,1620,NA,0,0,1.05,0,0,0,7827.225130890053
35211558,510,10,330,80,65,20,10,190,1940,1290,0.0196078431372549,0.1568627450980392,0.12745098039215685,0.0392156862745098,0.0196078431372549,0.6470588235294118,4346.94566317921
35211559,345,265,0,0,30,45,0,70,1940,NA,0.7681159420289855,0,0.08695652173913043,0.13043478260869565,0,0,4252.336448598131
35211561,45,0,0,0,45,0,0,NA,NA,NA,0,0,1,0,0,0,201.49452895649856
35211565,140,0,0,0,135,0,5,40,1860,NA,0,0,0.9642857142857143,0,0.03571428571428571,0,1716.535433070866
35211566,460,0,145,0,5,0,310,170,NA,1640,0,0,0.010869565217391304,0,0.6739130434782609,0.31521739130434784,20586.14564831261
35211567,285,275,0,0,0,10,0,25,1480,NA,0.9649122807017544,0,0,0.03508771929824561,0,0,3368.172623061362
35211568,185,90,0,55,35,10,0,20,1080,NA,0.4864864864864865,0.2972972972972973,0.1891891891891892,0.05405405405405406,0,0,5957.446808510638
35211569,325,160,0,90,50,15,5,65,2460,1640,0.49230769230769234,0.27692307692307694,0.15384615384615385,0.046153846153846156,0.015384615384615385,0,3611.594202898551
35211570,150,60,0,75,0,15,0,85,2780,2420,0.4,0.5,0,0.1,0,0,10846.560846560846
35211571,90,30,0,65,0,0,0,25,2140,NA,0.3333333333333333,0.7222222222222222,0,0,0,0,9917.355371900827
35211572,95,85,0,0,0,10,0,20,2060,NA,0.8947368421052632,0,0,0.10526315789473684,0,0,7576.791808873721
35211573,95,85,0,0,0,15,0,50,2660,NA,0.8947368421052632,0,0,0.15789473684210525,0,0,7799.607072691552
35211574,115,110,0,0,0,5,0,50,2480,NA,0.9565217391304348,0,0,0.043478260869565216,0,0,2775.862068965517
35211575,105,100,0,0,0,0,0,0,2700,NA,0.9523809523809523,0,0,0,0,0,1356.5150936186474
35211576,190,90,0,0,0,10,95,75,2260,880,0.47368421052631576,0,0,0.05263157894736842,0.5,0,2835.7276702061213
35211577,245,245,0,0,0,0,0,30,2120,NA,1,0,0,0,0,0,3894.1118258287975
35211578,160,160,0,0,0,0,0,25,2080,NA,1,0,0,0,0,0,5917.03056768559
35211579,175,170,0,0,0,0,0,30,2120,NA,0.9714285714285714,0,0,0,0,0,3593.5563816604713
35211581,315,300,0,0,0,5,0,60,2180,NA,0.9523809523809523,0,0,0.015873015873015872,0,0,6593.785960874568
35211582,285,30,0,0,255,0,0,90,1840,NA,0.10526315789473684,0,0.8947368421052632,0,0,0,7678.729037952339
35211583,145,140,0,0,0,0,0,40,2000,NA,0.9655172413793104,0,0,0,0,0,5759.577278731836
35211584,155,155,0,0,0,0,0,35,1070,NA,1,0,0,0,0,0,5578.831312017641
35211585,265,240,0,0,0,20,0,65,1880,NA,0.9056603773584906,0,0,0.07547169811320754,0,0,5626.506024096385
35211586,20,20,0,0,0,5,0,NA,NA,NA,1,0,0,0.25,0,0,7438.01652892562
35211587,355,155,0,50,120,30,5,80,1980,NA,0.43661971830985913,0.14084507042253522,0.3380281690140845,0.08450704225352113,0.014084507042253521,0,4881.481481481481
35211588,105,105,0,0,0,5,0,45,2600,NA,1,0,0,0.047619047619047616,0,0,10341.463414634145
35211590,175,155,0,0,0,25,0,30,1880,NA,0.8857142857142857,0,0,0.14285714285714285,0,0,6666.666666666666
35211591,245,230,0,0,0,20,0,75,2580,NA,0.9387755102040817,0,0,0.08163265306122448,0,0,5857.627118644068
35211592,225,55,0,150,0,0,15,60,1920,NA,0.24444444444444444,0.6666666666666666,0,0,0.06666666666666667,0,9146.608315098469
35211593,205,150,0,0,40,10,5,30,1680,NA,0.7317073170731707,0,0.1951219512195122,0.04878048780487805,0.024390243902439025,0,5463.235294117647
35211597,725,85,290,0,45,0,300,215,1190,1740,0.11724137931034483,0,0.06206896551724138,0,0.41379310344827586,0.4,12245.989304812834
35211598,350,265,0,0,70,10,0,75,2040,NA,0.7571428571428571,0,0.2,0.02857142857142857,0,0,3774.163853942927
35211599,360,320,0,30,0,10,0,85,1900,1600,0.8888888888888888,0.08333333333333333,0,0.027777777777777776,0,0,3296.248382923674
35211600,175,160,0,0,0,15,0,10,1920,NA,0.9142857142857143,0,0,0.08571428571428572,0,0,4546.742209631729
35211601,245,85,0,85,20,5,55,55,1530,1500,0.3469387755102041,0.3469387755102041,0.08163265306122448,0.02040816326530612,0.22448979591836735,0,3625.170998632011
35211602,105,105,0,5,0,0,0,25,1310,NA,1,0.047619047619047616,0,0,0,0,18.679024169705478
35211603,335,180,0,110,20,0,20,45,1120,NA,0.5373134328358209,0.3283582089552239,0.05970149253731343,0,0.05970149253731343,0,54.355982747032606
35211604,185,180,0,0,0,0,0,45,1620,NA,0.972972972972973,0,0,0,0,0,19.898532117474495
35211605,345,340,0,0,0,0,5,80,2300,NA,0.9855072463768116,0,0,0,0.014492753623188406,0,86.09987048109896
35211606,135,135,0,0,0,0,0,0,1520,NA,1,0,0,0,0,0,99.26242503618943
35211607,205,195,0,0,0,0,5,40,2420,NA,0.9512195121951219,0,0,0,0.024390243902439025,0,48.989544463738135
35211608,145,140,0,0,0,0,0,0,1290,NA,0.9655172413793104,0,0,0,0,0,65.20605112154408
35211609,290,225,0,0,0,5,65,100,1160,1300,0.7758620689655172,0,0,0.017241379310344827,0.22413793103448276,0,94.58909682668836
35211611,195,150,0,10,35,0,0,40,1170,NA,0.7692307692307693,0.05128205128205128,0.1794871794871795,0,0,0,103.19074133900914
35211612,245,195,0,35,0,10,5,45,1820,NA,0.7959183673469388,0.14285714285714285,0,0.04081632653061224,0.02040816326530612,0,1021.6673841297173
35211613,145,145,0,0,0,0,0,0,1150,NA,1,0,0,0,0,0,562.9179331306991
35211614,150,140,0,0,0,5,5,25,2300,NA,0.9333333333333333,0,0,0.03333333333333333,0.03333333333333333,0,157.4909139857316
35211615,225,210,0,0,0,15,5,50,1800,NA,0.9333333333333333,0,0,0.06666666666666667,0.022222222222222223,0,24.688425591028672
35211616,155,145,0,0,0,0,0,20,1070,NA,0.9354838709677419,0,0,0,0,0,20.150297513216223
35211617,170,165,0,0,0,0,0,45,1530,NA,0.9705882352941176,0,0,0,0,0,111.52122330609016
35211618,170,170,0,0,0,0,0,25,1050,NA,1,0,0,0,0,0,130.26875483372004
35211619,165,160,0,0,0,0,0,20,2040,NA,0.9696969696969697,0,0,0,0,0,121.87072745273677
35211620,225,225,0,0,0,0,0,35,2200,NA,1,0,0,0,0,0,17.907865330545743
35211621,180,150,0,0,0,0,30,25,2020,NA,0.8333333333333334,0,0,0,0.16666666666666666,0,296.943231441048
35211622,200,185,0,5,0,0,10,50,1270,NA,0.925,0.025,0,0,0.05,0,22.320282223179117
35211623,210,205,0,0,0,0,0,40,1660,NA,0.9761904761904762,0,0,0,0,0,39.27735517846694
35211624,185,170,0,0,5,0,5,30,1680,1160,0.918918918918919,0,0.02702702702702703,0,0.02702702702702703,0,28.02713351476502
35211626,185,185,0,0,0,0,0,60,1840,NA,1,0,0,0,0,0,45.352993744414654
35211627,190,175,0,5,0,5,5,55,1960,NA,0.9210526315789473,0.02631578947368421,0,0.02631578947368421,0.02631578947368421,0,23.733999739778454
35211628,210,200,0,5,0,5,0,55,1720,NA,0.9523809523809523,0.023809523809523808,0,0.023809523809523808,0,0,172.9713239780354
35211629,210,205,0,0,0,5,0,25,1330,NA,0.9761904761904762,0,0,0.023809523809523808,0,0,34.42610615029598
35211630,245,235,0,0,0,10,5,50,2260,1290,0.9591836734693877,0,0,0.04081632653061224,0.02040816326530612,0,94.55084974372808
35211631,175,165,0,0,0,5,0,50,1800,NA,0.9428571428571428,0,0,0.02857142857142857,0,0,49.120054904652186
35211632,195,190,0,0,0,0,0,40,1330,NA,0.9743589743589743,0,0,0,0,0,28.189260554405784
35211633,120,110,0,0,0,10,0,0,1510,NA,0.9166666666666666,0,0,0.08333333333333333,0,0,690.9788867562379
35211634,280,250,0,20,0,10,0,30,1190,NA,0.8928571428571429,0.07142857142857142,0,0.03571428571428571,0,0,2505.773672055427
35211635,180,125,0,55,0,0,0,30,1940,NA,0.6944444444444444,0.3055555555555556,0,0,0,0,3801.546391752577
35211636,215,160,0,50,0,0,0,15,1570,NA,0.7441860465116279,0.23255813953488372,0,0,0,0,4237.895995218171
35211637,195,195,0,0,0,0,0,0,910,NA,1,0,0,0,0,0,4450.3664223850765
35211638,230,155,0,75,0,0,0,30,1980,NA,0.6739130434782609,0.32608695652173914,0,0,0,0,4355.022831050229
35211639,165,115,0,0,55,0,0,25,1940,NA,0.696969696969697,0,0.3333333333333333,0,0,0,2832.0935175345376
35211640,190,190,0,0,0,0,0,0,1940,NA,1,0,0,0,0,0,5652.573529411765
35211641,175,160,0,0,15,0,0,0,1280,NA,0.9142857142857143,0,0.08571428571428572,0,0,0,4829.749103942652
35211642,535,365,60,45,60,0,0,180,2080,2600,0.6822429906542056,0.08411214953271028,0.11214953271028037,0,0,0.11214953271028037,1278.2382577604421
35211643,215,25,0,10,180,0,0,30,1980,1800,0.11627906976744186,0.046511627906976744,0.8372093023255814,0,0,0,4851.643945469125
35211644,315,105,0,10,145,5,55,165,1570,1210,0.3333333333333333,0.031746031746031744,0.4603174603174603,0.015873015873015872,0.1746031746031746,0,4312.28861330327
35211645,215,210,0,0,0,5,0,60,2160,NA,0.9767441860465116,0,0,0.023255813953488372,0,0,2561.1983924004385
35211646,305,285,0,5,0,10,5,30,710,1620,0.9344262295081968,0.01639344262295082,0,0.03278688524590164,0.01639344262295082,0,1594.5635528330781
35211647,155,95,0,15,0,5,45,35,1740,1170,0.6129032258064516,0.0967741935483871,0,0.03225806451612903,0.2903225806451613,0,2055.2884615384614
35211648,145,130,0,5,0,5,0,55,1700,1660,0.896551724137931,0.034482758620689655,0,0.034482758620689655,0,0,35.04141925078807
35211652,135,130,0,0,0,10,0,25,1740,NA,0.9629629629629629,0,0,0.07407407407407407,0,0,410.46333657993597
35211656,125,110,0,0,0,15,0,45,2540,NA,0.88,0,0,0.12,0,0,8199.697428139183
35211657,100,90,0,0,0,5,0,35,2920,NA,0.9,0,0,0.05,0,0,7670.97966728281
35211658,105,80,0,0,0,20,0,35,2600,NA,0.7619047619047619,0,0,0.19047619047619047,0,0,8272.058823529413
35211661,140,100,0,0,0,40,0,35,2140,NA,0.7142857142857143,0,0,0.2857142857142857,0,0,8944.281524926686
35211663,350,185,0,120,0,45,0,70,2020,1720,0.5285714285714286,0.34285714285714286,0,0.12857142857142856,0,0,3236.9689005694263
35211664,130,35,0,90,0,10,0,45,2560,NA,0.2692307692307692,0.6923076923076923,0,0.07692307692307693,0,0,4149.096385542169
35211665,350,270,0,0,0,75,5,105,2600,1400,0.7714285714285715,0,0,0.21428571428571427,0.014285714285714285,0,6167.714884696017
35211666,130,30,0,95,0,10,5,25,2620,NA,0.23076923076923078,0.7307692307692307,0,0.07692307692307693,0.038461538461538464,0,10841.121495327103
35211667,295,165,0,90,0,35,0,65,2160,1500,0.559322033898305,0.3050847457627119,0,0.11864406779661017,0,0,1992.4683327627522
35211668,135,50,0,40,45,5,0,40,2160,NA,0.37037037037037035,0.2962962962962963,0.3333333333333333,0.037037037037037035,0,0,8681.481481481482
35211669,230,170,0,45,0,20,0,90,2480,NA,0.7391304347826086,0.1956521739130435,0,0.08695652173913043,0,0,5868.6039166140245
35211670,115,70,0,30,0,15,5,40,2300,NA,0.6086956521739131,0.2608695652173913,0,0.13043478260869565,0.043478260869565216,0,8947.368421052632
35211672,145,115,0,0,0,35,0,55,2100,NA,0.7931034482758621,0,0,0.2413793103448276,0,0,8827.683615819209
35211673,150,50,0,95,0,5,5,35,1780,1050,0.3333333333333333,0.6333333333333333,0,0.03333333333333333,0.03333333333333333,0,9500.831946755408
35211675,165,110,0,0,0,50,0,55,2660,NA,0.6666666666666666,0,0,0.30303030303030304,0,0,8252.87356321839
35211676,300,135,0,95,0,60,10,80,2120,1200,0.45,0.31666666666666665,0,0.2,0.03333333333333333,0,9019.886363636364
35211677,180,85,0,40,0,50,5,65,2300,NA,0.4722222222222222,0.2222222222222222,0,0.2777777777777778,0.027777777777777776,0,6356.00335852225
35211678,165,110,0,20,0,40,0,50,2480,NA,0.6666666666666666,0.12121212121212122,0,0.24242424242424243,0,0,9216.710182767623
35211679,295,155,0,110,0,25,0,85,2240,2180,0.5254237288135594,0.3728813559322034,0,0.0847457627118644,0,0,8304.617505168848
35211680,135,45,0,65,20,5,5,35,1760,2280,0.3333333333333333,0.48148148148148145,0.14814814814814814,0.037037037037037035,0.037037037037037035,0,10287.35632183908
35211681,180,0,0,135,25,0,20,45,1880,1860,0,0.75,0.1388888888888889,0,0.1111111111111111,0,2833.817126269956
35211682,150,70,0,70,0,15,0,55,2620,NA,0.4666666666666667,0.4666666666666667,0,0.1,0,0,8229.166666666668
35211683,125,85,0,10,10,15,0,50,2800,NA,0.68,0.08,0.08,0.12,0,0,8851.913477537437
35211684,160,120,0,15,20,5,0,35,2280,NA,0.75,0.09375,0.125,0.03125,0,0,7553.3249686323725
35211685,305,0,0,130,170,0,0,100,2140,NA,0,0.4262295081967213,0.5573770491803278,0,0,0,6274.620146314012
35211686,130,80,0,20,25,0,0,30,2020,NA,0.6153846153846154,0.15384615384615385,0.19230769230769232,0,0,0,9552.529182879378
35211687,335,180,0,35,90,25,10,115,2000,2280,0.5373134328358209,0.1044776119402985,0.26865671641791045,0.07462686567164178,0.029850746268656716,0,6396.6333508679645
35211693,170,85,0,65,15,10,0,45,2300,NA,0.5,0.38235294117647056,0.08823529411764706,0.058823529411764705,0,0,7925.407925407925
35211695,230,170,0,50,0,5,5,90,2500,NA,0.7391304347826086,0.21739130434782608,0,0.021739130434782608,0.021739130434782608,0,7862.838915470494
35211696,130,45,70,0,0,15,0,45,620,1470,0.34615384615384615,0,0,0.11538461538461539,0,0.5384615384615384,11.700969396455603
35211697,385,0,125,0,260,0,0,95,1960,1000,0,0,0.6753246753246753,0,0,0.3246753246753247,239.01808785529715
35211698,170,100,0,0,60,5,0,30,1840,NA,0.5882352941176471,0,0.35294117647058826,0.029411764705882353,0,0,87.76248111493999
35211699,200,0,0,0,200,0,0,40,1960,1660,0,0,1,0,0,0,9839.650145772595
35211702,285,155,0,95,0,25,0,65,2260,NA,0.543859649122807,0.3333333333333333,0,0.08771929824561403,0,0,106.57443338394916
35211704,130,80,0,0,0,55,0,20,1600,NA,0.6153846153846154,0,0,0.4230769230769231,0,0,6675.324675324676
35211705,350,95,195,0,0,60,0,160,2160,1000,0.2714285714285714,0,0,0.17142857142857143,0,0.5571428571428572,8186.195826645265
35211706,180,150,0,0,0,25,0,45,2300,NA,0.8333333333333334,0,0,0.1388888888888889,0,0,1967.455621301775
35211707,175,150,0,0,0,25,0,20,1270,NA,0.8571428571428571,0,0,0.14285714285714285,0,0,1351.856175577866
35211708,115,105,0,0,0,10,0,25,1020,NA,0.9130434782608695,0,0,0.08695652173913043,0,0,5237.467018469657
35211711,280,115,0,0,0,160,5,75,1370,1200,0.4107142857142857,0,0,0.5714285714285714,0.017857142857142856,0,6118.900729108245
35211712,140,60,0,0,0,65,10,30,2320,584,0.42857142857142855,0,0,0.4642857142857143,0.07142857142857142,0,5061.549601737871
35211713,230,140,5,0,0,90,0,60,1600,1000,0.6086956521739131,0,0,0.391304347826087,0,0.021739130434782608,9549.356223175964
35211714,180,75,0,0,50,55,0,75,2360,1400,0.4166666666666667,0,0.2777777777777778,0.3055555555555556,0,0,7077.777777777778
35211715,250,50,0,0,80,70,50,70,2040,1200,0.2,0,0.32,0.28,0.2,0,7729.908864954432
35211718,275,190,0,50,0,25,20,75,2200,1920,0.6909090909090909,0.18181818181818182,0,0.09090909090909091,0.07272727272727272,0,5300.546448087432
35211719,190,80,0,85,15,5,10,50,2420,2060,0.42105263157894735,0.4473684210526316,0.07894736842105263,0.02631578947368421,0.05263157894736842,0,7863.590772316951
35211720,170,70,0,35,65,0,0,50,2780,NA,0.4117647058823529,0.20588235294117646,0.38235294117647056,0,0,0,5403.011514614704
35211721,200,30,0,60,105,0,5,50,2300,2300,0.15,0.3,0.525,0,0.025,0,7620.51282051282
35211723,180,65,0,0,110,0,0,50,2040,2420,0.3611111111111111,0,0.6111111111111112,0,0,0,7385.272145144077
35211724,210,35,0,160,0,5,10,50,2120,NA,0.16666666666666666,0.7619047619047619,0,0.023809523809523808,0.047619047619047616,0,7815.292949354519
35211725,180,70,0,105,0,5,5,45,2160,NA,0.3888888888888889,0.5833333333333334,0,0.027777777777777776,0.027777777777777776,0,6049.046321525885
35211726,205,145,0,40,0,10,5,40,2720,NA,0.7073170731707317,0.1951219512195122,0,0.04878048780487805,0.024390243902439025,0,4196.654840344653
35211727,335,165,0,0,150,5,10,65,2080,NA,0.4925373134328358,0,0.44776119402985076,0.014925373134328358,0.029850746268656716,0,2520.5361003026374
35211728,130,45,0,55,0,5,30,40,2580,NA,0.34615384615384615,0.4230769230769231,0,0.038461538461538464,0.23076923076923078,0,8983.333333333334
35211729,190,185,0,0,0,5,0,25,1940,NA,0.9736842105263158,0,0,0.02631578947368421,0,0,1866.8876001104668
35211730,210,135,0,75,0,5,0,45,2320,NA,0.6428571428571429,0.35714285714285715,0,0.023809523809523808,0,0,2881.9188191881917
35211731,225,140,0,80,0,5,5,35,2280,NA,0.6222222222222222,0.35555555555555557,0,0.022222222222222223,0.022222222222222223,0,3075.4276827371696
35211732,255,245,0,0,0,5,0,25,2500,NA,0.9607843137254902,0,0,0.0196078431372549,0,0,1698.7854251012145
35211733,170,165,0,0,0,5,0,30,2820,NA,0.9705882352941176,0,0,0.029411764705882353,0,0,5760.48951048951
35211734,455,260,0,0,180,15,0,110,2560,2040,0.5714285714285714,0,0.3956043956043956,0.03296703296703297,0,0,2046.9882529367658
35211735,325,220,0,100,0,10,5,65,2460,NA,0.676923076923077,0.3076923076923077,0,0.03076923076923077,0.015384615384615385,0,2307.098765432099
35211737,175,65,0,65,40,10,0,60,2800,NA,0.37142857142857144,0.37142857142857144,0.22857142857142856,0.05714285714285714,0,0,4710.682492581603
35211738,230,0,0,135,90,0,0,40,2280,2000,0,0.5869565217391305,0.391304347826087,0,0,0,2589.9764547595023
35211739,235,75,0,0,160,0,0,55,2260,NA,0.3191489361702128,0,0.6808510638297872,0,0,0,2739.3617021276596
35211740,185,105,0,0,80,0,0,30,2260,NA,0.5675675675675675,0,0.43243243243243246,0,0,0,1422.3692371304528
35211741,170,105,0,70,0,0,5,0,2160,NA,0.6176470588235294,0.4117647058823529,0,0,0.029411764705882353,0,6180.698151950719
35211742,125,125,0,0,0,5,0,0,2160,NA,1,0,0,0.04,0,0,128.30613393359596
35211743,365,100,0,260,0,0,5,45,2120,2480,0.273972602739726,0.7123287671232876,0,0,0.0136986301369863,0,559.8092705515566
35211744,230,45,0,140,35,5,10,40,2220,NA,0.1956521739130435,0.6086956521739131,0.15217391304347827,0.021739130434782608,0.043478260869565216,0,4208.475401850949
35211745,215,105,0,70,35,0,0,25,2040,NA,0.4883720930232558,0.32558139534883723,0.16279069767441862,0,0,0,1893.9574874611894
35211746,150,20,0,80,45,0,5,15,2080,NA,0.13333333333333333,0.5333333333333333,0.3,0,0.03333333333333333,0,10221.40221402214
35211747,135,65,0,75,0,0,0,25,1780,NA,0.48148148148148145,0.5555555555555556,0,0,0,0,8081.123244929797
35211748,300,245,0,25,0,35,0,90,2500,1400,0.8166666666666667,0.08333333333333333,0,0.11666666666666667,0,0,4260.027662517289
35211749,180,135,0,35,0,10,0,50,2460,NA,0.75,0.19444444444444445,0,0.05555555555555555,0,0,5057.787561915245
35211750,175,145,0,0,0,30,0,50,2500,NA,0.8285714285714286,0,0,0.17142857142857143,0,0,9538.10623556582
35211751,175,130,0,0,0,45,0,40,2440,NA,0.7428571428571429,0,0,0.2571428571428571,0,0,6811.468288444831
35211754,270,20,0,140,100,5,5,100,2300,2420,0.07407407407407407,0.5185185185185185,0.37037037037037035,0.018518518518518517,0.018518518518518517,0,8382.113821138211
35211755,135,35,0,60,10,20,5,45,1620,NA,0.25925925925925924,0.4444444444444444,0.07407407407407407,0.14814814814814814,0.037037037037037035,0,6882.430647291942
35211756,215,110,0,35,10,60,5,60,2240,NA,0.5116279069767442,0.16279069767441862,0.046511627906976744,0.27906976744186046,0.023255813953488372,0,9444.444444444445
35211757,130,65,0,0,0,65,0,40,1820,NA,0.5,0,0,0.5,0,0,8726.993865030676
35211758,175,75,0,60,0,40,0,40,1780,NA,0.42857142857142855,0.34285714285714286,0,0.22857142857142856,0,0,6475.548060708264
35211760,335,70,0,110,140,10,0,95,2360,1500,0.208955223880597,0.3283582089552239,0.417910447761194,0.029850746268656716,0,0,6896.929824561404
35211761,150,5,0,100,25,5,5,55,2080,NA,0.03333333333333333,0.6666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0,11115.78947368421
35211762,2100,685,0,325,695,0,390,700,1570,2260,0.3261904761904762,0.15476190476190477,0.33095238095238094,0,0.18571428571428572,0,1602.1346971676348
35211763,215,40,0,130,35,10,5,90,2200,2360,0.18604651162790697,0.6046511627906976,0.16279069767441862,0.046511627906976744,0.023255813953488372,0,2226.198997852541
35211764,210,70,0,135,0,5,0,60,2300,NA,0.3333333333333333,0.6428571428571429,0,0.023809523809523808,0,0,10187.134502923976
35211765,250,75,0,140,10,15,0,80,2340,NA,0.3,0.56,0.04,0.06,0,0,5019.032082653616
35211766,135,90,0,25,5,20,0,30,2140,NA,0.6666666666666666,0.18518518518518517,0.037037037037037035,0.14814814814814814,0,0,8158.273381294964
35211767,195,70,0,50,25,45,5,40,2160,NA,0.358974358974359,0.2564102564102564,0.1282051282051282,0.23076923076923078,0.02564102564102564,0,3053.009166998804
35211768,165,10,0,70,60,10,20,50,2200,1500,0.06060606060606061,0.42424242424242425,0.36363636363636365,0.06060606060606061,0.12121212121212122,0,8783.216783216783
35211769,925,235,0,295,375,20,0,365,2620,2000,0.25405405405405407,0.31891891891891894,0.40540540540540543,0.021621621621621623,0,0,3275.981324572021
35211770,130,115,0,0,0,10,5,0,2100,NA,0.8846153846153846,0,0,0.07692307692307693,0.038461538461538464,0,989.3592936382161
35211772,135,120,0,0,0,15,0,25,2400,NA,0.8888888888888888,0,0,0.1111111111111111,0,0,9010.819165378673
35211774,185,150,0,0,30,5,0,25,1620,NA,0.8108108108108109,0,0.16216216216216217,0.02702702702702703,0,0,6658.496732026144
35211775,195,100,0,90,0,10,0,75,2460,NA,0.5128205128205128,0.46153846153846156,0,0.05128205128205128,0,0,6558.951965065502
35211776,170,90,0,65,0,10,0,65,2560,NA,0.5294117647058824,0.38235294117647056,0,0.058823529411764705,0,0,8938.992042440319
35211777,250,180,0,60,0,5,0,55,1900,NA,0.72,0.24,0,0.02,0,0,7103.960396039603
35211778,270,135,0,100,30,5,0,125,2460,NA,0.5,0.37037037037037035,0.1111111111111111,0.018518518518518517,0,0,5990.279465370595
35211779,200,55,5,70,60,5,5,50,2080,NA,0.275,0.35,0.3,0.025,0.025,0.025,6182.937554969218
35211780,330,155,0,120,50,0,5,110,2340,2000,0.4696969696969697,0.36363636363636365,0.15151515151515152,0,0.015151515151515152,0,1077.717341200332
35211781,240,70,0,95,75,0,5,35,2240,NA,0.2916666666666667,0.3958333333333333,0.3125,0,0.020833333333333332,0,7381.786339754816
35211782,205,180,0,0,5,30,0,60,2000,NA,0.8780487804878049,0,0.024390243902439025,0.14634146341463414,0,0,5272.861356932153
35211783,205,185,0,0,0,20,0,40,1680,NA,0.9024390243902439,0,0,0.0975609756097561,0,0,5958.2919563058595
35211784,205,185,0,0,0,20,0,60,2280,NA,0.9024390243902439,0,0,0.0975609756097561,0,0,2061.9158878504672
